"","x","y","c","ols"
"78",662.42,360.72,0,13.2457866666667
"79",626.761,363.811,0,17.3419266666667
"80",667.14,364.033,0,14.6938533333333
"81",637.609,364.503,0,17.1391866666667
"82",648.763,364.824,0,15.0136733333333
"83",638.583,365.65,0,17.2711866666667
"84",666.254,366.738,0,15.1983266666667
"85",653.469,370.728,0,17.0610733333333
"86",650.43,371.572,0,17.70574
"87",661.43,372.276,0,17.4229133333333
"88",153.879,308.064,1,14.4080266666667
"89",178.29,308.199,1,19.2404266666667
"90",166.838,308.485,1,17.01136
"91",153.41,309.122,1,13.9588266666667
"92",153.636,309.867,1,13.6268933333333
"93",148.658,310.898,1,14.9003866666667
"94",170.83,311.777,1,16.76696
"95",181.997,312.281,1,18.2673066666667
"96",151.534,315.214,1,13.3137066666667
"97",158.234,316.942,1,13.8558
"98",156.903,318.774,1,13.1543466666667
"99",131.505,318.993,1,16.6274333333333
"100",171.829,319.959,1,13.9134
"101",188.385,321.231,1,15.9519866666667
"102",175.094,321.902,1,13.7305466666667
"103",149.332,322.096,1,13.2919466666667
"104",132.401,322.735,1,13.77708
"105",150.449,322.89,1,13.1206133333333
"106",172.762,324.576,1,12.5870933333333
"107",178.86,324.684,1,13.50312
"108",129.898,326.107,1,12.64024
"109",140.855,327.583,1,13.3953933333333
"110",167.174,328.263,1,10.21556
"111",163.921,328.34,1,9.80684000000002
"112",145.897,328.558,1,13.9982333333333
"113",180.488,328.618,1,12.8986
"114",125.823,328.684,1,13.52354
"115",154.945,329.416,1,10.8312133333333
"116",188.031,330.014,1,12.6893866666667
"117",174.682,330.318,1,11.2434266666667
"118",162.439,330.402,1,8.62908000000001
"119",128.484,330.468,1,11.55778
"120",156.03,330.695,1,10.4075866666667
"121",187.152,331.229,1,12.51192
"122",168.092,331.83,1,9.51181333333335
"123",129.107,332.022,1,11.0183133333333
"124",129.6,333.61,1,10.68412
"125",158.713,334.341,1,9.57789333333335
"126",169.774,334.662,1,10.6726666666667
"127",191.52,334.977,1,11.67332
"128",133.87,335.02,1,10.24438
"129",160.971,335.471,1,8.71949333333334
"130",185.668,335.604,1,11.9352
"131",200.468,335.644,1,17.0183333333333
"132",164.317,335.97,1,8.33372000000002
"133",142.494,336.65,1,14.35382
"134",197.979,337.757,1,14.8631333333333
"135",192.739,338.016,1,11.77432
"136",123.22,338.794,1,13.2602133333333
"137",132.062,338.832,1,10.3274533333333
"138",184.485,339.211,1,11.5677333333333
"139",162.725,339.915,1,8.71103333333333
"140",136.333,340.328,1,12.0917866666667
"141",167.759,340.476,1,9.99919333333334
"142",188.627,340.491,1,11.1261333333333
"143",166.321,342.129,1,9.57439333333334
"144",159.853,342.331,1,9.33120666666666
"145",193.875,342.382,1,12.9026666666667
"146",152.072,342.404,1,13.7591866666667
"147",197.029,342.743,1,15.0914
"148",132.796,343.359,1,11.61344
"149",176.53,343.547,1,12.1348066666667
"150",179.363,343.574,1,12.4926666666667
"151",178.037,343.672,1,12.43774
"152",152.655,345.182,1,13.8706733333333
"153",165.121,345.513,1,9.66325999999999
"154",162.034,345.997,1,9.24939333333333
"155",125.206,346.962,1,15.22956
"156",171.972,349.879,1,10.98452
"157",191.181,349.959,1,14.4702466666667
"158",161.773,350.404,1,10.1624133333333
"159",168.823,350.884,1,10.93612
"160",127.327,350.908,1,17.4235533333334
"161",182.901,351.725,1,11.1081066666667
"162",183.617,352.579,1,11.27304
"163",175.568,353.932,1,11.01556
"164",156.466,354.278,1,13.2242
"165",159.181,354.447,1,12.718
"166",184.109,355.875,1,11.7812133333333
"167",144.133,356.156,1,14.1802133333333
"168",163.283,357.159,1,12.6435066666667
"169",174.195,357.187,1,12.15888
"170",185.038,359.301,1,12.7518
"171",146.451,359.416,1,12.4332533333333
"172",142.978,361.95,1,11.0827733333333
"173",134.443,361.955,1,15.0018533333333
"174",194.452,363.123,1,19.1043733333333
"175",144.727,363.41,1,10.40644
"176",172.193,364.859,1,14.4334333333333
"177",142.127,365.116,1,10.33244
"178",186.492,366.136,1,14.1740733333333
"179",163.71,366.165,1,14.6002533333333
"180",154.581,366.177,1,11.4545533333333
"181",141.478,367.346,1,10.4505733333333
"182",139.807,367.959,1,11.4235066666667
"183",147.813,369.185,1,9.84488666666666
"184",138.191,369.528,1,13.00504
"185",156.592,370.709,1,10.9105
"186",138.571,371.407,1,13.3035533333333
"187",176.65,371.485,1,13.86004
"188",157.497,371.658,1,10.8929
"189",183.168,372.223,1,13.6650933333333
"190",170.311,372.819,1,14.11216
"191",181.366,373.854,1,13.96052
"192",151.856,375.167,1,10.1833933333333
"193",165.883,375.174,1,13.30818
"194",177.629,375.408,1,14.7750133333333
"195",155.613,377.032,1,10.66098
"196",152.479,377.285,1,10.8405666666667
"197",155.358,377.929,1,11.1912466666667
"198",179.727,378.364,1,15.8540133333333
"199",147.366,379.114,1,13.5196933333333
"200",162.91,380.567,1,15.5839133333333
"201",337.718,305.692,2,15.0202
"202",338.624,306.106,2,15.041
"203",329.298,307.033,2,13.36492
"204",322.76,307.044,2,14.6223533333333
"205",342.994,310.67,2,14.80568
"206",351.887,311.603,2,17.6667
"207",333.539,311.89,2,12.24984
"208",333.868,312.928,2,12.0531066666667
"209",319.884,313.587,2,13.2087666666667
"210",335.147,314.891,2,12.24944
"211",321.18,315.663,2,12.51878
"212",325.111,316.065,2,12.09718
"213",328.436,316.801,2,12.3380533333333
"214",356.246,320.109,2,14.7245733333334
"215",357.739,321.053,2,14.16844
"216",341.53,321.295,2,13.88646
"217",309.119,321.986,2,18.8468
"218",367.37,322.193,2,14.4197533333334
"219",314.309,322.429,2,15.1783066666666
"220",324.706,322.709,2,12.12984
"221",315.665,323.192,2,14.3387066666667
"222",350.748,323.821,2,13.1336866666667
"223",366.213,324.547,2,12.97762
"224",369.885,325.104,2,13.1751
"225",345.193,326.957,2,11.9008866666667
"226",323.167,328.544,2,12.13104
"227",352.146,328.862,2,11.88326
"228",353.396,329.17,2,11.92786
"229",319.294,329.545,2,12.5928133333333
"230",332.038,329.567,2,12.1900733333333
"231",334.586,329.567,2,12.2167133333333
"232",355.725,329.737,2,12.1859266666667
"233",364.513,330.463,2,12.24262
"234",376.024,330.619,2,14.3994333333333
"235",371.565,331.405,2,11.3290333333333
"236",345.661,333.121,2,10.90942
"237",342.261,333.749,2,10.5095533333333
"238",320.544,334.019,2,12.93312
"239",370.213,334.867,2,11.4806333333333
"240",371.977,335.02,2,11.8990333333333
"241",336.719,335.237,2,11.1180333333333
"242",359.632,336.229,2,13.9526
"243",330.693,336.872,2,12.1108666666667
"244",303.768,337.46,2,15.2330533333334
"245",344.49,338.303,2,10.2510133333333
"246",323.992,338.852,2,12.82264
"247",343.402,339.059,2,9.86007999999999
"248",334.993,339.566,2,10.7584066666667
"249",318.342,340.531,2,11.86892
"250",311.678,340.689,2,11.5063866666667
"251",307.329,340.702,2,11.9990666666667
"252",373.097,340.763,2,13.9000333333333
"253",354.668,341.4,2,12.4568133333333
"254",368.188,341.876,2,13.14068
"255",342.46,342.193,2,9.56693999999999
"256",295.095,342.319,2,18.6261
"257",349.378,342.593,2,11.7312733333333
"258",331.047,343.179,2,12.4987266666667
"259",304.788,343.217,2,12.1640666666667
"260",306.04,344.25,2,11.5008666666667
"261",371.168,345.096,2,14.37628
"262",300.119,345.111,2,14.9157266666666
"263",357.02,345.129,2,14.0713733333333
"264",318.411,345.202,2,11.8239866666667
"265",310.511,345.281,2,10.7011333333333
"266",312.171,345.928,2,11.0415333333333
"267",338.189,348.672,2,11.1657933333333
"268",312.98,349.579,2,12.0987333333333
"269",361.789,349.989,2,14.8850466666667
"270",328.638,350.035,2,13.1453666666667
"271",301.754,350.545,2,15.2364666666667
"272",336.078,350.882,2,11.39286
"273",340.122,351.188,2,11.43042
"274",349.132,351.455,2,13.9604733333333
"275",361.162,352.626,2,15.89358
"276",316.539,353.64,2,13.4335333333333
"277",327.318,353.692,2,13.7708333333333
"278",316.021,354.83,2,13.5794
"279",368.832,354.848,2,18.2228133333334
"280",362.763,354.907,2,17.5766
"281",338.883,358.015,2,11.6955933333333
"282",326.846,358.512,2,14.5864933333333
"283",365.499,359.163,2,20.5718533333334
"284",341.805,361.755,2,11.7648133333333
"285",309.967,361.84,2,12.9685733333333
"286",337.131,362.059,2,11.6704933333334
"287",330.765,363.646,2,13.6691466666667
"288",308.677,364.606,2,13.0113266666667
"289",304.473,365.008,2,15.3315933333333
"290",309.395,365.09,2,12.53786
"291",314.833,365.398,2,11.1239733333333
"292",308.096,366.369,2,13.34846
"293",346.037,366.652,2,13.0433266666667
"294",339.705,367.928,2,11.34322
"295",317.885,368.544,2,12.2868533333333
"296",340.258,369.252,2,11.2969933333333
"297",343.329,369.994,2,12.09526
"298",347.617,370.365,2,13.7137933333333
"299",315.049,372.453,2,11.93136
"300",351.49,372.812,2,16.30602
"301",321.703,372.978,2,12.17224
"302",327.576,373.535,2,12.7476466666667
"303",313.86,374.769,2,12.7976666666667
"304",358.554,376.035,2,20.16534
"305",345.291,376.266,2,14.1502866666667
"306",322.171,376.74,2,12.85246
"307",331.361,377.574,2,14.5321533333333
"308",349.633,380.861,2,17.38694
"309",326.059,381.239,2,15.70182
"310",321.474,383.121,2,16.30594
"311",465.741,40.127,3,20.17038
"312",482.456,41.754,3,17.09698
"313",477.011,43.279,3,15.53058
"314",476.6,45.718,3,14.1433333333333
"315",488.985,46.419,3,15.2452
"316",490.389,46.649,3,16.0732
"317",459.989,48.062,3,14.7907066666667
"318",451.672,48.477,3,14.5767666666667
"319",447.604,51.804,3,12.19842
"320",456.12,52.193,3,12.0222933333333
"321",447.401,52.68,3,11.7334866666667
"322",489.694,53.469,3,12.9250933333333
"323",489.323,53.989,3,12.5686933333333
"324",474.738,54.167,3,12.0489266666667
"325",468.284,54.237,3,12.62428
"326",487.319,54.287,3,12.15216
"327",478.584,54.568,3,11.6146733333333
"328",517.589,55.822,3,17.3846
"329",490.101,56.147,3,12.6438
"330",516.314,56.174,3,16.5460666666667
"331",453.824,56.455,3,10.1924
"332",464.638,57.017,3,12.0321066666667
"333",445.339,57.294,3,11.2977533333333
"334",507.47,57.687,3,14.2618
"335",480.505,59.468,3,14.0237666666667
"336",454.31,59.578,3,10.1754
"337",446.989,60.668,3,10.1252866666667
"338",520.495,60.697,3,15.4914
"339",457.219,61.058,3,10.68716
"340",501.55,61.489,3,13.1451333333333
"341",508.426,61.924,3,11.7420666666667
"342",447.115,62.044,3,10.1615066666667
"343",442.165,62.166,3,12.66674
"344",498.974,62.522,3,13.293
"345",463.971,62.675,3,12.0469
"346",519.726,64.114,3,14.0106
"347",467.813,64.479,3,13.0780066666667
"348",509.907,64.625,3,11.5678
"349",515.12,66.087,3,12.253
"350",485.224,67.012,3,14.13412
"351",452.837,67.247,3,11.1159866666667
"352",502.674,67.575,3,10.8520666666667
"353",523.466,67.773,3,15.6688
"354",488.187,67.923,3,13.2989666666667
"355",504.803,68.302,3,10.9872666666667
"356",466.572,68.819,3,11.4281
"357",461.595,69.35,3,10.1424733333333
"358",473.674,69.556,3,12.7883333333333
"359",431.04,69.589,3,19.7820866666667
"360",456.452,70.104,3,10.22566
"361",450.642,70.156,3,10.72672
"362",500.674,70.16,3,11.467
"363",494.982,70.178,3,12.1835533333333
"364",512.411,71.274,3,12.6247333333333
"365",461.568,72.37,3,10.4316666666667
"366",504.405,73.147,3,12.3682666666667
"367",449.195,73.234,3,10.4405533333333
"368",524.047,73.32,3,14.6032
"369",444.002,73.804,3,11.52268
"370",503.446,73.822,3,12.50534
"371",490.326,74.669,3,12.3965533333333
"372",444.186,74.773,3,11.7320133333333
"373",443.042,75.007,3,12.3297466666667
"374",476.081,75.411,3,11.8958
"375",443.575,75.477,3,12.2961466666667
"376",516.205,77.533,3,14.3151333333333
"377",484.653,78.147,3,11.7907066666667
"378",455.329,78.197,3,12.0505466666667
"379",459.305,78.72,3,12.0330066666667
"380",495.572,78.745,3,12.27978
"381",425.956,78.906,3,19.3953066666667
"382",526.738,80.445,3,10.6587
"383",528.601,80.789,3,10.6205666666667
"384",493.7,81.478,3,12.2399466666667
"385",470.216,82.183,3,12.4566333333333
"386",471.17,82.281,3,12.3808866666667
"387",477.29,82.318,3,11.7800133333333
"388",536.043,82.472,3,12.91404
"389",529.99,82.646,3,10.0787
"390",441.622,82.712,3,14.1201666666667
"391",482.255,82.785,3,11.5799133333333
"392",488.474,83.054,3,11.50208
"393",474.061,83.219,3,12.6690666666667
"394",531.936,83.234,3,10.54424
"395",513.167,84.628,3,14.09274
"396",494.467,84.637,3,12.96526
"397",535.227,85.103,3,11.5151066666666
"398",529.089,85.565,3,9.13710000000001
"399",456.32,85.624,3,14.96136
"400",518.369,85.695,3,11.8649
"401",511.716,85.906,3,14.19694
"402",492.166,86.233,3,13.38466
"403",448.946,86.545,3,15.1468666666667
"404",432.501,87.168,3,15.8239333333333
"405",525.191,87.662,3,9.89723333333333
"406",497.048,88.247,3,14.4176133333333
"407",525.932,88.422,3,10.0319
"408",437.223,89.016,3,14.6553466666667
"409",429.847,89.107,3,16.21472
"410",521.958,89.828,3,12.3173
"411",517.274,90.571,3,13.7579733333333
"412",537.606,91.828,3,15.6654733333333
"413",436.353,91.968,3,14.3927133333333
"414",506.119,92.784,3,17.0346466666667
"415",527.511,93.643,3,13.5848333333333
"416",424.294,97.509,3,18.1360333333333
"417",441.896,97.95,3,13.9308466666667
"418",436.16,99.51,3,12.3715266666667
"419",434.226,100.897,3,12.6293933333333
"420",444.57,101.574,3,15.4914866666667
"421",428.855,108.992,3,14.09204
"422",438.753,110.45,3,11.83208
"423",429.191,112.407,3,12.94992
"424",437,112.594,3,11.8329066666667
"425",438.797,115.729,3,12.2960333333333
"426",421.602,117.717,3,16.2012533333334
"427",439.119,119.693,3,11.4108133333333
"428",437.638,120.246,3,11.3821533333333
"429",445.168,121.036,3,12.4703866666667
"430",423.173,123.604,3,14.0246866666667
"431",426.709,125.924,3,12.2097
"432",428.665,126.795,3,11.6851666666667
"433",419.133,127.199,3,15.5111133333334
"434",435.422,127.915,3,10.76854
"435",445.818,130.619,3,10.8361533333333
"436",441.056,131.792,3,9.59584
"437",449.75,132.161,3,12.6566866666667
"438",436.787,132.524,3,9.99788666666666
"439",423.113,133.675,3,10.6024066666667
"440",439.334,133.911,3,9.89764666666666
"441",423.694,134.56,3,10.3124066666667
"442",420.737,134.844,3,12.2828066666666
"443",433.38,135.975,3,9.43511333333333
"444",427.845,139.381,3,8.88253999999999
"445",455.69,139.93,3,15.3729666666667
"446",433.728,140.543,3,8.74908666666667
"447",427.535,140.842,3,8.83113999999999
"448",440.13,142.847,3,10.02358
"449",422.181,143.794,3,12.0694333333333
"450",432.792,143.799,3,7.79683333333333
"451",425.758,144.367,3,10.0328333333333
"452",469.419,144.455,3,15.1348933333333
"453",435.55,145.395,3,8.77096666666667
"454",431.419,145.755,3,8.02989999999999
"455",451.224,145.775,3,12.5434133333333
"456",440.408,146.542,3,9.84887333333334
"457",431.209,147.043,3,8.53049999999999
"458",440.541,147.443,3,10.2980733333333
"459",429.476,147.655,3,9.24503333333333
"460",457.738,147.949,3,13.4958866666667
"461",462.197,148.753,3,13.9250733333333
"462",458.784,148.79,3,13.4566066666667
"463",435.104,150.564,3,11.1722666666667
"464",481.596,150.747,3,12.88062
"465",470.742,151.028,3,12.6063933333333
"466",475.537,151.384,3,12.5429666666667
"467",486.403,152.427,3,11.1402133333333
"468",479.218,153.336,3,12.0036333333333
"469",442.739,153.699,3,14.0752333333333
"470",468.571,154.661,3,13.0543066666667
"471",487.203,155.054,3,10.3524133333333
"472",491.499,155.056,3,12.1780066666667
"473",469.035,155.808,3,12.9925066666667
"474",492.554,156.945,3,12.5800933333333
"475",493.331,157.034,3,13.0131066666667
"476",450.257,157.572,3,11.93646
"477",430.442,157.874,3,16.2711333333333
"478",486.966,158.69,3,10.2408266666667
"479",431.691,161.683,3,16.8201133333333
"480",475.063,162.051,3,10.5602066666667
"481",505.503,162.45,3,18.2320466666667
"482",453.361,162.676,3,8.86956666666667
"483",485.405,162.724,3,10.47066
"484",450.017,162.982,3,8.65817333333333
"485",467.237,163.015,3,11.4627
"486",444.988,163.518,3,9.67345333333333
"487",446.606,163.869,3,8.99044
"488",504.016,164.453,3,17.1361733333333
"489",483.317,164.96,3,10.8178933333333
"490",460.405,165.011,3,10.0958933333333
"491",454.607,165.491,3,8.22344666666668
"492",448.598,166.01,3,8.05257333333333
"493",490.836,166.186,3,12.68082
"494",474.385,166.211,3,9.69255333333333
"495",452.446,166.814,3,7.85596666666667
"496",448.289,168.177,3,8.51493333333334
"497",485.908,168.301,3,11.73656
"498",460.684,168.549,3,9.74523333333335
"499",473.044,169.3,3,9.06474
"500",463.544,169.773,3,9.72948666666666
"501",441.254,169.819,3,13.3415333333333
"502",478.121,170.152,3,10.0690733333333
"503",472.289,170.258,3,9.29439333333333
"504",456.744,170.562,3,9.57127333333335
"505",506.497,171.391,3,19.45608
"506",458.455,171.723,3,10.3119666666667
"507",480.952,172.104,3,11.64748
"508",471.724,172.447,3,10.0957266666667
"509",462.369,172.691,3,10.7877333333333
"510",462.699,176.173,3,13.62344
"511",499.357,177.083,3,17.7558
"512",497.729,179.01,3,17.78736
"513",476.852,179.141,3,14.96326
"514",482.757,180.824,3,16.7074
"515",497.288,116.862,4,13.2472533333333
"516",504.684,118.564,4,9.71688
"517",500.45,118.781,4,10.73218
"518",512.501,118.822,4,11.2441533333333
"519",515.358,119.685,4,12.0100866666666
"520",506.057,119.873,4,9.51261333333333
"521",551.669,119.94,4,20.8578666666667
"522",513.607,120.024,4,11.1127533333333
"523",542.261,121.323,4,14.80796
"524",503.533,123.134,4,9.80003333333332
"525",538.449,123.666,4,11.9928933333333
"526",506.288,123.926,4,9.68478666666666
"527",532.535,124.963,4,11.1221866666667
"528",535.374,124.987,4,10.66572
"529",536.336,125.359,4,10.77692
"530",541.956,125.614,4,12.8208933333333
"531",504.129,126.134,4,9.56953999999999
"532",499.386,126.144,4,10.2887666666667
"533",498.238,126.197,4,10.73834
"534",510.951,126.254,4,10.3050133333333
"535",523.702,126.337,4,13.58414
"536",492.24,127.167,4,15.3887066666667
"537",533.889,127.493,4,10.43512
"538",516.126,127.973,4,12.4114066666667
"539",494.99,128.921,4,14.0635066666667
"540",556.017,129.036,4,21.3060733333334
"541",532.113,131.972,4,11.0999933333333
"542",534.042,133.423,4,11.2575933333333
"543",509.416,134.11,4,12.6769733333333
"544",535.72,134.304,4,12.0213266666667
"545",514.408,135.016,4,11.8779466666667
"546",493.319,135.26,4,17.5243333333333
"547",520.422,137.28,4,12.02842
"548",527.298,137.36,4,11.16106
"549",524.935,138.144,4,11.31802
"550",521.854,138.206,4,11.93382
"551",550.427,140.703,4,18.0023
"552",510.183,142.282,4,15.8333
"553",548.844,142.901,4,17.0867
"554",516.698,142.955,4,13.5789066666667
"555",528.705,144.861,4,13.0459933333334
"556",575.8,145.081,4,21.49448
"557",528.51,145.594,4,13.2014333333333
"558",525.507,146.165,4,13.5906666666667
"559",549.351,147.794,4,13.2909666666666
"560",528.385,149.093,4,14.3523666666667
"561",574.776,149.666,4,17.8560133333333
"562",564.062,150.091,4,13.5678333333333
"563",569.252,150.45,4,14.7097
"564",580.529,152.58,4,20.1602666666667
"565",555.511,152.813,4,11.2473133333333
"566",543.797,153.217,4,13.1280933333333
"567",523.439,153.221,4,17.0428666666667
"568",577.096,153.561,4,17.722
"569",557.155,153.821,4,11.30298
"570",540.728,154.218,4,14.6520333333334
"571",567.029,155.564,4,12.5003333333333
"572",535,155.746,4,16.60124
"573",554.604,156.498,4,10.0605133333333
"574",553.231,157.644,4,9.53751999999999
"575",565.622,159.177,4,11.7156666666666
"576",552.675,160.487,4,8.58397333333332
"577",551.34,161.382,4,8.65231999999997
"578",552.228,161.539,4,8.35537333333333
"579",565.391,162.42,4,11.08808
"580",551.871,163.963,4,8.73173999999999
"581",561.421,166.072,4,9.98225333333335
"582",549.795,166.147,4,10.0868066666667
"583",563.976,166.47,4,10.806
"584",557.805,167.451,4,9.55452
"585",559.049,168.661,4,10.0381866666667
"586",550.489,169.343,4,10.9191333333333
"587",563.571,171.008,4,12.0656133333334
"588",565.895,174.816,4,13.9119333333333
"589",578.552,176.176,4,19.48236
"590",558.492,176.966,4,14.1979333333333
"591",558.076,183.121,4,14.3898266666667
"592",572.341,183.795,4,14.7624133333333
"593",548.741,185.141,4,16.3230133333333
"594",571.997,185.255,4,14.45134
"595",571.288,186.591,4,14.14414
"596",568.308,189.231,4,13.6720466666667
"597",554.133,189.464,4,12.8404533333333
"598",568.75,190.522,4,13.4688466666667
"599",574.234,191.904,4,14.9123266666667
"600",560.184,192.29,4,12.75276
"601",554.855,194.481,4,11.1953666666667
"602",545.792,198.292,4,11.68284
"603",573.339,199.37,4,14.2085266666667
"604",560.626,201.339,4,12.2847866666667
"605",484.479,201.808,4,16.9364266666667
"606",544.398,202.037,4,11.1407533333333
"607",546.15,202.697,4,9.89289999999999
"608",544.523,203.247,4,10.4359133333333
"609",557.549,203.253,4,9.94161333333332
"610",496.092,204.783,4,15.87222
"611",545.515,205.062,4,9.44331333333332
"612",552.079,205.232,4,8.60697333333333
"613",556.428,205.593,4,8.97441333333333
"614",480.224,206.366,4,14.7700333333333
"615",554.335,206.42,4,8.72793333333333
"616",569.615,206.821,4,11.3234666666667
"617",549.936,207.559,4,9.26337333333333
"618",476.785,207.988,4,13.7580133333333
"619",540.551,208.51,4,12.4096133333333
"620",570.595,208.906,4,11.5713066666667
"621",501.173,209.049,4,15.1342266666667
"622",471.001,209.154,4,13.8914866666667
"623",553.659,209.159,4,9.96869333333334
"624",484.712,209.501,4,12.75436
"625",474.655,209.547,4,13.10482
"626",570.022,209.903,4,11.4722333333333
"627",497.611,211.97,4,13.6452666666667
"628",537.191,211.979,4,12.4657666666666
"629",476.159,213.082,4,12.2132933333333
"630",529.146,213.374,4,13.5470133333334
"631",530.331,213.716,4,13.0486133333333
"632",560.98,214.079,4,11.67392
"633",562.351,214.13,4,11.97408
"634",564.375,214.272,4,12.2334333333333
"635",487.013,214.471,4,12.8013
"636",487.71,214.871,4,12.9599
"637",458.4,214.958,4,17.2556933333333
"638",520.077,215.482,4,15.44278
"639",547.348,216.15,4,11.8475133333333
"640",514.639,216.942,4,15.7122466666667
"641",568.922,217.769,4,13.8318533333333
"642",537.99,217.917,4,10.0889333333333
"643",466.888,218.478,4,13.8092733333333
"644",533.306,218.951,4,10.6889466666667
"645",464.185,218.974,4,14.5962066666667
"646",547.947,218.987,4,12.1089133333333
"647",543.334,219.389,4,10.93938
"648",475.069,220.2,4,12.28462
"649",496.267,220.2,4,11.8957866666667
"650",537.621,221.068,4,10.0902
"651",548.078,221.696,4,12.2995866666667
"652",479.44,221.889,4,12.39614
"653",526.415,221.976,4,13.10924
"654",469.176,222.122,4,13.6552666666667
"655",493.109,222.595,4,11.1715
"656",504.879,223.245,4,11.2961266666667
"657",472.424,223.374,4,13.1382733333333
"658",508.167,224.352,4,12.0282933333333
"659",501.681,224.604,4,10.32048
"660",498.585,224.761,4,10.5462
"661",491.164,225.738,4,11.3877266666667
"662",558.66,226.102,4,16.36292
"663",518.744,226.107,4,13.41978
"664",485.69,226.433,4,11.92526
"665",505.801,227.197,4,10.75826
"666",517.547,227.273,4,13.22018
"667",532.845,227.692,4,11.63144
"668",511.198,229.151,4,12.4949933333333
"669",505.328,229.27,4,11.14566
"670",477.532,230.323,4,15.0136866666667
"671",559.487,230.512,4,17.9161866666667
"672",534.237,231.182,4,11.2108666666667
"673",555.919,231.33,4,17.1752733333333
"674",496.519,231.653,4,12.3564866666667
"675",545.041,233.072,4,13.278
"676",539.702,233.506,4,11.51404
"677",484.317,233.798,4,13.0121733333333
"678",546.902,233.832,4,14.0137533333333
"679",517.963,234.854,4,13.23868
"680",484.92,235.709,4,12.8029733333333
"681",531.058,235.723,4,10.9007733333333
"682",530.053,235.845,4,10.9277733333333
"683",473.185,235.903,4,18.2796
"684",503.429,236.263,4,12.3569266666667
"685",518.412,236.544,4,12.9632866666667
"686",490.594,237.163,4,12.44328
"687",528.082,237.987,4,11.29218
"688",506.602,239.498,4,13.29786
"689",530.871,239.966,4,11.4361066666667
"690",489.75,242.396,4,13.5118733333333
"691",551.065,242.547,4,20.61996
"692",495.831,242.586,4,13.50396
"693",482.31,243.418,4,16.3387466666667
"694",519.888,244.016,4,11.6639666666666
"695",524.336,245.015,4,11.2566066666667
"696",485.006,245.823,4,15.8985866666667
"697",489.089,246.34,4,14.9577666666667
"698",502.585,246.657,4,14.30566
"699",507.542,247.408,4,14.1937933333333
